Bill_ID,Customer_ID,Billing_Month,Consumption_kWh,Bill_Amount,Paid_Status,Dispute_Flag,High_Bill_Flag
1773,235,2023-09,55,110.25,Yes,No,No
1774,787,2024-02,1,79.75,Yes,No,No
1775,6,2024-03,64,95,Yes,No,No
1776,164,2024-01,77,99.75,Yes,No,No
1777,537,2023-05,67,144.25,Yes,No,No
1778,401,2025-10,68,119,Yes,No,No
1779,373,2025-03,11,95.25,Yes,No,No
1780,131,2024-01,35,92.25,Yes,No,No
1781,452,2025-07,18,79.5,Yes,No,No
1782,938,2023-09,74,79.5,Yes,No,No
1783,988,2025-10,59,116.25,Yes,No,No
1784,929,2023-07,48,107,Yes,No,No
1785,43,2025-01,38,122.5,Yes,No,No
1786,235,2024-10,85,88.75,Yes,No,No
1787,192,2023-07,11,76.25,Yes,No,No
1788,56,2023-05,19,105.25,Yes,No,No
1789,23,2025-06,60,101,Yes,No,No
1790,165,2025-11,54,126.5,No,No,No
1791,610,2024-12,37,111.75,Yes,No,No
1792,833,2024-02,2,48.5,Yes,No,No
1793,48,2026-03,8,76,Yes,No,No
1794,474,2023-07,78,106.5,Yes,No,No
1795,583,2023-04,92,153,Yes,No,No
1796,753,2025-11,66,104.5,Yes,No,No
1797,253,2025-08,72,79,Yes,No,No
1798,899,2024-03,24,115,Yes,No,No
1799,222,2025-10,52,86,Yes,No,No
1800,311,2023-06,57,109.75,Yes,No,No
1801,258,2026-02,74,78.5,Yes,No,No
1802,797,2025-11,30,45.5,Yes,No,No
1803,691,2025-10,62,80.5,Yes,No,No
1804,654,2025-06,38,121.5,Yes,No,No
1805,148,2025-08,58,113.5,Yes,No,No
1806,1,2024-08,82,157.5,Yes,No,No
1807,44,2025-02,12,50,Yes,No,No
1808,790,2024-09,87,124.25,Yes,No,No
1809,200,2023-05,23,78.25,Yes,No,No
1810,862,2024-04,65,109.75,Yes,No,No
1811,416,2025-03,7,92.25,Yes,No,No
1812,669,2024-09,93,117.75,Yes,No,No
1813,957,2024-11,68,149,Yes,Yes,No
1814,659,2024-10,62,75.5,Yes,No,No
1815,793,2025-12,91,102.25,Yes,No,No
1816,821,2024-05,78,125.5,Yes,No,No
1817,730,2023-09,83,149.25,No,No,No
1818,162,2023-10,2,101.5,Yes,No,No
1819,983,2024-03,49,95.75,Yes,No,No
1820,768,2024-12,87,137.25,Yes,No,No
1821,202,2024-05,46,128.5,Yes,No,No
1822,363,2023-10,61,135.75,Yes,No,No
1823,302,2025-05,90,119.5,Yes,No,No
1824,883,2024-02,23,43.25,Yes,No,No
1825,970,2025-08,63,115.25,Yes,No,No
1826,415,2026-04,23,106.25,Yes,No,No
1827,651,2023-08,55,78.25,Yes,No,No
1828,332,2025-09,87,148.25,Yes,Yes,No
1829,796,2025-06,11,56.25,Yes,No,No
1830,535,2025-05,50,114.5,Yes,No,No
1831,962,2026-03,43,69.25,Yes,No,No
1832,799,2024-04,22,97.5,Yes,No,No
1833,293,2023-08,56,73,Yes,No,No
1834,209,2023-10,82,92.5,Yes,No,No
1835,841,2026-01,78,109.5,Yes,No,No
1836,956,2025-05,85,143.75,Yes,No,No
1837,252,2023-08,43,112.25,Yes,No,No
1838,616,2023-11,62,112.5,Yes,No,No
1839,688,2025-12,31,43.25,Yes,No,No
1840,755,2025-09,66,105.5,Yes,No,No
1841,781,2024-06,70,114.5,Yes,No,No
1842,709,2025-01,36,92,Yes,No,No
1843,563,2023-04,32,111,Yes,No,No
1844,704,2024-08,96,164,Yes,No,No
1845,39,2024-12,12,35,Yes,No,No
1846,179,2025-05,21,80.75,Yes,No,No
1847,304,2024-03,90,103.5,Yes,No,No
1848,995,2025-06,58,112.5,Yes,No,No
1849,420,2023-04,53,128.75,Yes,No,No
1850,685,2025-11,23,107.25,Yes,No,No
1851,36,2023-05,84,141,Yes,No,No
1852,313,2023-09,95,157.25,Yes,No,No
1853,857,2023-07,41,79.75,Yes,No,No
1854,138,2026-02,26,43.5,Yes,No,No
1855,759,2023-12,48,127,Yes,No,No
1856,949,2024-08,4,87,Yes,No,No
1857,906,2024-02,59,103.25,Yes,No,No
1858,209,2023-11,32,95,Yes,No,No
1859,76,2024-10,24,85,Yes,No,No
1860,300,2024-12,17,63.75,Yes,No,No
1861,571,2025-04,92,89,Yes,No,No
1862,287,2026-02,75,125.25,Yes,No,No
1863,918,2024-12,6,53.5,Yes,No,No
1864,484,2023-04,57,66.75,Yes,No,No
1865,365,2024-08,62,70.5,Yes,No,No
1866,253,2026-03,58,115.5,Yes,No,No
1867,146,2025-12,24,50,Yes,No,No
1868,528,2024-08,94,139.5,Yes,No,No
1869,8,2025-02,36,119,Yes,No,No
1870,920,2026-01,31,69.25,Yes,No,No
1871,477,2025-11,11,47.25,Yes,No,No
1872,507,2023-11,13,47.75,Yes,No,No
1873,750,2023-06,45,67.75,Yes,No,No
1874,834,2023-11,82,129.5,Yes,No,No
1875,331,2025-02,95,142.25,Yes,No,No
1876,841,2023-05,90,137.5,Yes,No,No
1877,735,2025-07,66,96.5,Yes,No,No
1878,201,2024-08,20,36,Yes,No,No
1879,720,2024-03,1,78.75,Yes,No,No
1880,177,2023-05,70,101.5,Yes,No,No
1881,571,2024-10,70,129.5,Yes,No,No
1882,816,2024-10,73,100.75,Yes,No,No
1883,100,2023-11,58,88.5,Yes,No,No
1884,206,2024-01,20,60,Yes,No,No
1885,420,2026-03,56,114,Yes,No,No
1886,74,2023-11,41,115.75,Yes,No,No
1887,632,2024-10,74,143.5,Yes,No,No
1888,552,2026-01,74,109.5,Yes,No,No
1889,366,2024-03,36,98,Yes,No,No
1890,8,2024-07,52,118,Yes,No,No
1891,736,2025-10,70,103.5,Yes,No,No
1892,438,2026-03,77,87.75,Yes,No,No
1893,256,2026-01,37,84.75,Yes,No,No
1894,620,2024-09,77,142.75,No,No,No
1895,304,2025-01,27,71.25,Yes,No,No
1896,33,2024-06,58,68.5,Yes,No,No
1897,922,2023-08,79,82.25,Yes,No,No
1898,610,2025-05,56,127,Yes,No,No
1899,517,2024-03,2,80.5,Yes,No,No
1900,970,2026-03,93,118.75,Yes,No,No
1901,959,2024-01,64,129,No,No,No
1902,782,2023-07,48,89,Yes,No,No
1903,527,2024-06,57,63.75,Yes,No,No
1904,340,2025-10,34,124.5,Yes,No,No
1905,998,2025-03,89,118.75,Yes,No,No
1906,731,2025-02,65,80.75,Yes,No,No
1907,769,2023-04,68,101,Yes,No,No
1908,111,2025-04,76,125,Yes,No,No
1909,126,2023-10,68,108,Yes,No,No
1910,762,2024-02,99,158.25,No,No,No
1911,10,2024-01,100,153,Yes,No,No
1912,760,2024-12,88,121,Yes,No,No
1913,740,2024-11,22,75.5,Yes,No,No
1914,54,2024-12,73,77.75,Yes,No,No
1915,940,2025-06,25,65.75,Yes,No,No
1916,21,2025-11,38,116.5,Yes,No,No
1917,778,2023-07,37,70.75,Yes,No,No
1918,307,2025-08,89,87.75,Yes,No,No
1919,988,2023-04,51,130.25,Yes,Yes,No
1920,806,2025-09,75,106.25,Yes,No,No
1921,109,2023-03,64,98,Yes,No,No
1922,505,2026-03,22,99.5,Yes,No,No
1923,972,2023-05,92,159,Yes,No,No
1924,395,2025-04,93,124.75,Yes,No,No
1925,695,2023-07,7,88.25,Yes,No,No
1926,839,2025-05,81,105.75,Yes,No,No
1927,568,2023-08,16,99,Yes,No,No
1928,118,2026-01,26,114.5,Yes,No,No
1929,990,2024-02,87,92.25,Yes,No,No
1930,499,2023-09,5,44.75,Yes,No,No
1931,458,2023-10,44,69,Yes,No,No
1932,188,2026-02,34,79.5,Yes,No,No
1933,715,2023-11,16,48,Yes,No,No
1934,763,2023-11,22,44.5,Yes,No,No
1935,10,2025-03,3,80.25,Yes,No,No
1936,511,2025-02,53,125.75,Yes,No,No
1937,576,2023-05,76,120,No,No,No
1938,589,2025-11,91,166.25,Yes,No,No
1939,999,2025-07,18,102.5,Yes,No,No
1940,616,2023-06,63,114.25,Yes,No,No
1941,405,2025-07,40,111,Yes,No,No
1942,282,2023-06,16,80,Yes,No,No
1943,509,2023-08,80,135,Yes,No,No
1944,533,2025-09,82,123.5,No,No,No
1945,42,2025-02,16,105,Yes,No,No
1946,906,2023-03,59,109.25,Yes,No,No
1947,820,2024-05,90,115.5,Yes,No,No
1948,180,2024-05,25,102.75,Yes,No,No
1949,345,2023-12,91,113.25,Yes,No,No
1950,366,2026-04,73,109.75,Yes,No,No
1951,994,2025-01,55,105.25,Yes,No,No
1952,295,2026-03,76,118,Yes,No,No
1953,10,2024-09,78,104.5,Yes,No,No
1954,138,2023-10,28,86,Yes,No,No
1955,198,2024-04,36,80,Yes,No,No
1956,847,2024-01,12,52,Yes,No,No
1957,895,2025-06,22,61.5,Yes,No,No
1958,990,2026-01,93,128.75,Yes,No,No
1959,537,2024-05,49,133.75,Yes,No,No
1960,650,2024-11,72,80,Yes,No,No
1961,89,2025-12,67,116.25,Yes,No,No
1962,668,2025-03,48,131,Yes,No,No
1963,592,2024-09,1,20.75,Yes,No,No
1964,422,2024-03,66,135.5,Yes,No,No
1965,59,2025-08,96,122,Yes,Yes,No
1966,905,2023-12,81,102.75,Yes,No,No
1967,709,2023-09,41,113.75,Yes,No,No
1968,664,2025-02,77,125.75,Yes,No,No
1969,497,2024-02,34,114.5,Yes,No,No
1970,114,2025-01,46,72.5,Yes,No,No
1971,60,2025-01,95,143.25,Yes,Yes,No
1972,966,2023-12,2,21.5,Yes,No,No
1973,987,2024-10,12,107,Yes,No,No
1974,940,2025-03,80,93,Yes,No,No
1975,176,2026-02,70,104.5,Yes,No,No
1976,720,2026-03,48,114,Yes,No,No
1977,673,2026-04,4,41,Yes,No,No
1978,199,2025-01,52,94,Yes,No,No
1979,894,2024-04,83,115.25,Yes,No,No
1980,772,2025-12,30,73.5,Yes,No,No
1981,264,2023-03,83,147.25,Yes,No,No
1982,689,2024-07,39,62.25,Yes,No,No
1983,387,2025-07,73,111.75,Yes,No,No
1984,326,2025-01,60,91,Yes,No,No
1985,267,2023-03,40,67,Yes,No,No
1986,213,2026-04,55,68.25,Yes,No,No
1987,104,2025-10,53,65.75,Yes,No,No
1988,695,2025-06,83,140.25,Yes,No,No
1989,30,2025-12,98,173.5,Yes,No,No
1990,545,2024-09,99,148.25,Yes,No,No
1991,836,2024-09,92,145,Yes,Yes,No
1992,684,2023-10,29,102.75,Yes,No,No
1993,344,2024-04,6,34.5,Yes,No,No
1994,335,2023-05,26,53.5,Yes,No,No
1995,427,2024-04,27,43.25,Yes,No,No
1996,516,2024-03,55,101.25,Yes,No,No
1997,570,2024-05,48,71,Yes,No,No
1998,34,2025-09,79,81.25,Yes,No,No
1999,469,2023-11,95,165.25,Yes,No,No
2000,477,2025-06,37,93.75,Yes,No,No
2001,437,2026-02,23,47.25,Yes,No,No
2002,628,2025-11,73,141.75,Yes,No,No
2003,479,2026-04,78,101.5,Yes,No,No
2004,192,2026-03,96,129,Yes,No,No
2005,86,,98,169.5,Yes,No,No
2006,756,2025-10,2,64.5,Yes,No,No
2007,858,2025-01,5,56.75,Yes,No,No
2008,400,2023-09,45,100.75,Yes,No,No
2009,352,2025-10,35,99.25,Yes,No,No
2010,241,2024-06,40,109,Yes,No,No
2011,734,2025-08,47,92.25,Yes,No,No
2012,315,2023-05,12,62,Yes,No,No
2013,897,2023-05,39,63.25,Yes,No,No
2014,672,2024-08,9,42.75,Yes,No,No
2015,40,2024-10,43,80.25,Yes,No,No
2016,161,2026-04,44,80,Yes,No,No
2017,771,2025-04,5,91.75,Yes,No,No
2018,250,2023-08,65,84.75,Yes,No,No
2019,526,2024-01,35,120.25,Yes,No,No
2020,252,2024-11,39,53.25,Yes,No,No
2021,860,2026-03,14,48.5,Yes,No,No
2022,671,2025-09,17,100.75,Yes,No,No
2023,360,2025-08,89,120.75,Yes,No,No
2024,141,2023-09,71,105.25,Yes,No,No
2025,694,2024-10,22,80.5,Yes,No,No
2026,596,2026-03,33,101.75,Yes,No,No
2027,181,2025-11,12,57,Yes,No,No
2028,643,2026-02,93,126.75,No,No,No
2029,744,2024-04,15,81.25,Yes,No,No
2030,613,2025-08,75,134.25,Yes,No,No
2031,931,2024-08,41,117.75,Yes,No,No
2032,613,2024-03,21,52.75,Yes,No,No
2033,415,2026-01,94,142.5,Yes,No,No
2034,437,2024-08,95,93.25,Yes,No,No
2035,566,2023-10,29,121.75,Yes,Yes,No
2036,839,2023-04,76,122,No,No,No
2037,462,2023-10,79,143.25,No,No,No
2038,168,2026-01,53,122.75,Yes,No,No
2039,819,2023-04,15,109.25,Yes,No,No
2040,268,2024-08,76,79,Yes,No,No
2041,576,2025-02,50,127.5,No,Yes,No
2042,102,2024-10,37,82.75,Yes,No,No
2043,723,2025-01,42,77.5,Yes,No,No
2044,955,2024-07,95,117.25,Yes,No,No
2045,224,2023-10,77,85.75,Yes,No,No
2046,693,2026-03,33,57.75,Yes,No,No
2047,547,2024-06,38,100.5,Yes,No,No
2048,417,2025-09,91,127.25,Yes,No,No
2049,765,2024-07,14,66.5,Yes,No,No
2050,614,2024-09,52,62,Yes,No,No
2051,509,2023-03,89,157.75,No,No,No
2052,666,2026-01,4,61,Yes,No,No
2053,501,2025-07,43,61.25,Yes,No,No
2054,316,2024-08,92,102,Yes,No,No
2055,277,2023-09,80,82,Yes,No,No
2056,204,2025-10,54,113.5,Yes,No,No
2057,131,2025-08,42,116.5,Yes,No,No
2058,28,2025-09,35,77.25,Yes,No,No
2059,720,2023-06,50,95.5,Yes,No,No
2060,741,2023-11,15,80.25,Yes,No,No
2061,737,2023-03,48,65,Yes,No,No
2062,45,2025-11,82,161.5,No,No,No
2063,669,2024-02,86,138.5,Yes,No,No
2064,948,2024-12,52,115,Yes,No,No
2065,883,2024-09,17,48.75,Yes,No,No
2066,492,2025-11,45,81.75,Yes,No,No
2067,759,2023-04,100,131,Yes,No,No
2068,345,2025-11,70,88.5,Yes,No,No
2069,1,2024-07,37,86.75,Yes,No,No
2070,39,2023-11,23,38.25,Yes,No,No
2071,843,2024-07,7,103.25,Yes,No,No
2072,755,2023-11,99,166.25,No,No,No
2073,369,2025-01,17,86.75,Yes,No,No
2074,389,2023-07,50,132.5,No,No,No
2075,841,2024-07,36,49,Yes,No,No
2076,175,2025-03,28,95,Yes,No,No
2077,266,2024-06,89,152.75,Yes,No,No
2078,952,2025-08,80,147,Yes,No,No
2079,434,2024-11,91,138.25,Yes,No,No
2080,686,2023-11,59,125.25,No,No,No
2081,47,2024-07,43,104.25,Yes,No,No
2082,206,2024-02,15,50.25,Yes,No,No
2083,956,2023-07,36,59,Yes,No,No
2084,823,2023-10,12,70,Yes,No,No
2085,159,2025-06,45,123.75,Yes,No,No
2086,962,2023-04,56,94,Yes,No,No
2087,595,2024-02,9,63.75,Yes,No,No
2088,410,2023-05,8,50,Yes,No,No
2089,411,2024-05,88,138,Yes,No,No
2090,679,2026-02,27,59.25,Yes,No,No
2091,292,2024-03,12,29,Yes,No,No
2092,570,2026-01,79,147.25,No,No,No
2093,322,2025-09,99,125.25,Yes,No,No
2094,375,2025-01,21,47.75,Yes,No,No
2095,7,2024-01,1,65.75,Yes,No,No
2096,665,2024-11,1,64.75,Yes,No,No
2097,326,2025-09,68,149,Yes,No,No
2098,885,2023-12,25,80.75,Yes,No,No
2099,870,2024-02,48,95,Yes,No,No
2100,846,2024-03,62,106.5,Yes,No,No
2101,835,2024-05,52,70,Yes,No,No
2102,722,2025-01,65,113.75,Yes,No,No
2103,733,2025-12,54,64.5,Yes,No,No
2104,16,2025-09,51,72.25,Yes,No,No
2105,295,2024-06,54,136.5,No,No,No
2106,409,2025-03,30,62.5,Yes,No,No
2107,365,2023-08,48,94,Yes,No,No
2108,646,2024-12,23,104.25,Yes,No,No
2109,631,2026-03,78,154.5,No,No,No
2110,948,2024-08,87,132.25,Yes,No,No
2111,526,2023-10,30,65.5,Yes,No,No
2112,621,2024-09,5,28.75,Yes,No,No
2113,568,2025-03,98,162.5,Yes,No,No
2114,644,2023-04,86,142.5,No,No,No
2115,314,2025-04,97,142.75,Yes,No,No
2116,664,2024-02,66,125.5,Yes,No,No
2117,960,2024-06,46,121.5,Yes,No,No
2118,656,2023-04,63,145.25,Yes,No,No
2119,44,2026-01,77,122.75,Yes,No,No
2120,908,2024-03,43,78.25,Yes,No,No
2121,354,2025-11,80,108,Yes,No,No
2122,970,2023-04,87,86.25,Yes,No,No
2123,275,2024-11,52,136,Yes,Yes,No
2124,905,2025-12,16,89,Yes,No,No
2125,277,2025-01,85,123.75,No,No,No
2126,354,2024-08,84,100,Yes,No,No
2127,377,2024-09,95,119.25,Yes,No,No
2128,64,2024-09,47,130.25,Yes,No,No
2129,383,2025-08,95,128.25,Yes,No,No
2130,952,2023-11,15,100.25,Yes,No,No
2131,657,2025-08,20,106,Yes,No,No
2132,683,2025-03,97,146.75,Yes,No,No
2133,394,2024-02,3,89.25,Yes,No,No
2134,545,2025-12,89,135.75,Yes,Yes,No
2135,920,2026-01,35,90.25,Yes,No,No
2136,623,2025-08,5,95.75,Yes,No,No
2137,975,2024-11,24,38,Yes,No,No
2138,70,2024-04,85,129.75,Yes,Yes,No
2139,456,2025-12,61,103.75,Yes,No,No
2140,463,2025-04,97,147.75,Yes,No,No
2141,212,2024-10,86,131.5,Yes,No,No
2142,726,2023-03,84,130,Yes,No,No
2143,336,2023-10,90,138.5,Yes,No,No
2144,366,2023-10,87,136.25,Yes,No,No
2145,541,2025-04,27,52.25,Yes,No,No
2146,638,2023-04,35,75.25,Yes,No,No
2147,8,2025-06,8,47,Yes,No,No
2148,385,2023-10,21,109.75,Yes,No,No
2149,358,2023-08,37,70.75,Yes,No,No
2150,724,2025-06,94,137.5,Yes,No,No
2151,920,2025-11,93,154.75,Yes,Yes,No
2152,324,2026-03,42,53.5,Yes,No,No
2153,357,2024-08,2,53.5,Yes,No,No
2154,981,2026-01,20,48,Yes,No,No
2155,565,2024-02,37,117.75,Yes,No,No
2156,587,2025-03,94,158.5,Yes,No,No
2157,69,2024-07,73,74.75,Yes,No,No
2158,639,2024-09,48,69,Yes,No,No
2159,270,2023-07,3,65.25,Yes,No,No
2160,198,2024-05,59,127.25,No,No,No
2161,873,2025-09,72,104,Yes,No,No
2162,572,2025-12,16,107,Yes,No,No
2163,908,2025-08,5,64.75,Yes,No,No
2164,396,2024-02,15,50.25,Yes,No,No
2165,712,2024-07,41,107.75,Yes,No,No
2166,78,2023-08,24,85,Yes,No,No
2167,815,2024-01,32,76,Yes,No,No
2168,929,2023-05,33,96.75,Yes,No,No
2169,909,2025-03,65,120.75,Yes,Yes,No
2170,840,2023-07,59,113.25,Yes,No,No
2171,763,2023-03,44,123,Yes,No,No
2172,388,2024-08,3,50.25,Yes,No,No
2173,918,2024-11,57,113.75,Yes,No,No
2174,227,2024-12,79,114.25,Yes,No,No
2175,642,2026-03,61,109.75,Yes,No,No
2176,341,2023-09,46,131.5,Yes,No,No
2177,152,2023-07,55,78.25,Yes,No,No
2178,417,2025-03,73,148.75,Yes,No,No
2179,172,2025-12,93,156.75,Yes,No,No
2180,925,2026-03,32,114,Yes,No,No
2181,621,2026-01,8,37,Yes,No,No
2182,564,2025-10,98,104.5,Yes,No,No
2183,604,2026-03,3,96.25,Yes,No,No
2184,729,2025-08,1,36.75,Yes,No,No
2185,5,2024-09,75,84.25,Yes,No,No
2186,663,2025-07,31,44.25,Yes,No,No
2187,818,2025-03,91,139.25,Yes,No,No
2188,105,2024-09,17,97.75,Yes,No,No
2189,21,2024-09,66,79.5,Yes,No,No
2190,715,2025-09,26,57.5,Yes,No,No
2191,64,2023-06,100,169,Yes,No,No
2192,965,2026-04,7,82.25,Yes,No,No
2193,258,2025-06,17,97.75,Yes,No,No
2194,877,2023-09,99,170.25,Yes,Yes,No
2195,602,2024-05,78,90.5,Yes,No,No
2196,9,2024-09,75,88.25,Yes,No,No
2197,656,2024-11,1,34.75,Yes,No,No
2198,803,2023-05,34,99.5,Yes,No,No
2199,206,2024-02,33,70.75,Yes,No,No
2200,948,2023-11,99,172.25,Yes,Yes,No
2201,131,2023-03,75,83.25,Yes,No,No
2202,190,2024-06,52,125,Yes,No,No
2203,85,2024-02,20,44,Yes,No,No
2204,139,2024-10,41,85.75,Yes,No,No
2205,765,2024-05,2,56.5,Yes,No,No
2206,387,2026-03,71,126.25,Yes,Yes,No
2207,876,2025-03,1,98.75,Yes,No,No
2208,972,2024-05,73,153.75,No,Yes,No
2209,893,2025-10,23,66.25,Yes,No,No
2210,672,2023-12,76,108,Yes,No,No
2211,875,2026-02,89,105.75,Yes,No,No
2212,129,2024-03,54,81.5,Yes,No,No
2213,421,2025-02,34,124.5,No,No,No
2214,470,2025-03,68,150,Yes,No,No
2215,778,2023-05,38,99.5,Yes,No,No
2216,49,2025-07,41,69.75,Yes,No,No
2217,701,2025-01,70,74.5,Yes,No,No
2218,473,2025-08,34,58.5,Yes,No,No
2219,925,2024-04,86,141.5,Yes,No,No
2220,386,2025-09,74,141.5,Yes,Yes,No
2221,1000,2024-05,63,144.25,Yes,No,No
2222,670,2024-01,87,113.25,Yes,No,No
2223,905,2023-10,39,90.25,Yes,No,No
2224,205,2025-09,69,94.75,Yes,No,No
2225,107,2025-11,51,73.25,Yes,No,No
2226,616,2025-09,64,148,Yes,No,No
2227,363,2024-11,5,95.75,Yes,No,No
2228,789,2023-10,63,130.25,Yes,No,No
2229,939,2026-04,87,163.25,No,No,No
2230,322,2024-06,30,119.5,Yes,No,No
2231,301,2025-04,40,98,Yes,No,No
2232,239,2024-11,94,157.5,Yes,No,No
2233,338,2025-08,27,57.25,Yes,No,No
2234,867,2024-06,87,144.25,Yes,No,No
2235,471,2025-08,12,32,Yes,No,No
2236,271,2023-06,44,71,Yes,No,No
2237,867,2024-07,31,45.25,Yes,No,No
2238,645,2025-10,64,98,Yes,No,No
2239,490,2026-02,18,45.5,Yes,No,No
2240,822,2024-07,4,57,Yes,No,No
2241,132,2025-05,44,60,Yes,No,No
2242,672,2024-03,87,137.25,Yes,No,No
2243,823,2025-04,69,121.75,Yes,No,No
2244,483,2023-07,72,85,Yes,No,No
2245,397,2023-04,55,90.25,Yes,No,No
2246,31,2025-05,92,123,Yes,Yes,No
2247,659,2024-06,3,29.25,Yes,No,No
2248,250,2024-03,100,158,Yes,No,No
2249,479,2025-01,30,117.5,Yes,No,No
2250,613,2025-10,59,116.25,Yes,No,No
2251,535,2025-02,85,90.75,Yes,No,No
2252,744,2024-09,45,115.75,Yes,No,No
2253,482,2025-11,62,117.5,Yes,No,No
2254,239,2024-08,40,83,Yes,No,No
2255,91,2025-11,55,75.25,Yes,No,No
2256,170,2023-10,63,84.25,Yes,No,No
2257,25,2025-06,40,100,Yes,No,No
2258,526,2025-02,37,61.75,Yes,No,No
2259,197,2024-09,49,69.75,Yes,No,No
2260,147,2025-12,96,115,Yes,No,No
2261,953,2023-11,10,97.5,Yes,No,No
2262,724,2025-05,53,60.75,Yes,No,No
2263,887,2023-12,59,100.25,Yes,No,No
2264,224,2026-03,95,112.25,Yes,No,No
2265,99,2025-11,55,61.25,Yes,No,No
2266,894,2023-06,64,141,Yes,No,No
2267,51,2023-12,32,56,Yes,No,No
2268,524,2025-05,83,86.25,Yes,No,No
2269,890,2024-01,65,138.75,Yes,No,No
2270,352,2024-07,68,82,Yes,No,No
2271,589,2024-10,94,163.5,Yes,Yes,No
2272,809,2024-06,16,39,Yes,No,No
2273,994,2024-05,81,148.75,Yes,Yes,No
2274,885,2023-12,86,136.5,Yes,Yes,No
2275,157,2025-12,61,141.75,Yes,No,No
2276,71,2025-01,33,64.75,Yes,No,No
2277,318,2024-03,50,130.5,Yes,No,No
2278,219,2024-04,67,88.25,Yes,No,No
2279,296,2023-11,21,39.75,Yes,No,No
2280,423,2025-07,78,109.5,Yes,No,No
2281,995,2024-08,11,92.25,Yes,No,No
2282,232,2025-04,9,40.75,Yes,No,No
2283,387,2024-07,55,110.25,Yes,No,No
2284,320,2023-07,42,90.5,Yes,No,No
2285,30,2026-02,3,50.25,Yes,No,No
2286,73,2024-06,38,69.5,Yes,No,No
2287,872,2024-04,11,87.25,Yes,No,No
2288,349,2023-08,50,83.5,Yes,No,No
2289,104,2024-08,82,153.5,Yes,Yes,No
2290,897,2024-09,79,131.25,Yes,No,No
2291,904,2023-09,49,118.75,Yes,No,No
2292,17,2025-04,12,98,Yes,No,No
2293,676,2026-01,99,120.25,Yes,No,No
2294,265,2024-12,18,71.5,Yes,No,No
2295,118,2024-12,46,79.5,Yes,No,No
2296,831,2025-05,87,124.25,Yes,Yes,No
2297,751,2025-01,65,138.75,Yes,No,No
2298,288,2025-01,16,52,Yes,No,No
2299,305,2025-03,50,119.5,Yes,No,No
2300,170,2023-05,20,88,Yes,No,No
2301,501,2025-08,68,72,Yes,No,No
2302,658,2025-03,25,45.75,Yes,No,No
2303,462,2026-01,77,145.75,Yes,No,No
2304,613,2025-01,14,103.5,Yes,No,No
2305,669,2024-10,90,156.5,Yes,No,No
2306,579,2025-08,28,62,Yes,No,No
2307,216,2024-12,40,63,Yes,No,No
2308,662,2025-01,1,56.75,Yes,No,No
2309,899,2023-04,46,73.5,Yes,No,No
2310,943,2026-03,91,109.25,Yes,No,No
2311,354,2024-09,55,132.25,Yes,No,No
2312,796,2025-11,33,117.75,Yes,No,No
2313,295,2025-09,3,26.25,Yes,No,No
2314,256,2024-01,87,157.25,Yes,No,No
2315,435,2024-12,79,88.25,Yes,No,No
2316,556,2023-11,57,78.75,Yes,No,No
2317,875,2024-04,38,70.5,Yes,No,No
2318,949,2026-03,14,45.5,Yes,No,No
2319,188,2025-02,13,83.75,Yes,No,No
2320,894,2025-05,62,124.5,Yes,No,No
2321,930,2023-05,99,99.25,Yes,No,No
2322,144,2025-06,20,84,Yes,No,No
2323,190,2024-01,80,138,No,No,No
2324,573,2024-05,37,75.75,Yes,No,No
2325,703,2023-08,10,41.5,Yes,No,No
2326,521,2025-11,74,131.5,Yes,No,No
2327,401,2025-06,64,105,Yes,No,No
2328,481,2023-07,49,110.75,Yes,No,No
2329,107,2023-04,3,31.25,Yes,No,No
2330,589,2024-08,29,77.75,Yes,No,No
2331,780,2025-12,10,86.5,Yes,No,No
2332,769,2025-04,7,25.25,Yes,No,No
2333,351,2023-08,45,58.75,Yes,No,No
2334,626,2024-01,9,74.75,Yes,No,No
2335,559,2025-02,23,47.25,Yes,No,No
2336,836,2023-09,92,156,Yes,No,No
2337,458,2026-04,5,33.75,Yes,No,No
2338,87,2024-10,14,60.5,Yes,No,No
2339,959,2023-11,11,34.25,Yes,No,No
2340,71,2024-08,95,135.25,Yes,No,No
2341,43,2024-08,85,144.75,Yes,Yes,No
2342,230,2023-07,48,132,Yes,No,No
2343,384,2025-07,65,114.75,Yes,No,No
2344,617,2025-12,40,128,Yes,No,No
2345,939,2023-09,53,59.75,Yes,No,No
2346,33,2026-01,48,61,Yes,No,No
2347,739,2025-03,73,110.75,Yes,No,No
2348,865,2024-10,95,99.25,Yes,No,No
2349,551,2024-12,29,118.75,Yes,No,No
2350,955,2024-11,53,115.75,Yes,No,No
2351,361,2026-01,95,116.25,Yes,No,No
2352,348,2023-04,22,53.5,Yes,No,No
2353,512,2025-05,53,92.75,Yes,No,No
2354,589,2024-04,91,108.25,Yes,No,No
2355,62,2024-04,30,66.5,Yes,No,No
2356,474,2026-01,27,85.25,Yes,No,No
2357,776,2025-09,92,166,Yes,No,No
2358,677,2023-03,43,93.25,Yes,No,No
2359,242,2023-09,26,55.5,Yes,No,No
2360,494,2025-03,72,119,Yes,No,No
2361,610,2025-11,79,157.25,Yes,No,No
2362,301,2026-01,72,112,Yes,No,No
2363,313,2023-10,10,29.5,Yes,No,No
2364,146,2024-09,37,126.75,Yes,No,No
2365,570,2023-07,44,53,Yes,No,No
