Campaign_ID,Customer_ID,Campaign_Type,Opened,Clicked,Positive_Response,Campaign_Date,Engagement_Level,Conversion_Type
1502,486,SMS,Yes,No,No,01-10-2025,Low,None
1503,667,SMS,No,No,No,01-05-2025,None,None
1504,718,Email,No,No,No,01-02-2025,None,None
1505,254,Email,Yes,No,No,01-12-2025,Low,None
1506,947,Email,No,No,No,01-09-2025,None,None
1507,108,SMS,Yes,Yes,No,01-05-2025,Medium,None
1508,142,Email,No,No,No,01-08-2025,None,None
1509,326,SMS,No,No,No,01-05-2025,None,None
1510,764,SMS,Yes,No,No,01-08-2025,Low,None
1511,890,SMS,Yes,Yes,No,01-05-2025,Medium,None
1512,42,SMS,No,No,No,01-07-2025,None,None
1513,169,Email,Yes,Yes,No,01-01-2025,Medium,None
1514,508,SMS,Yes,Yes,No,01-05-2025,Medium,None
1515,927,SMS,Yes,No,No,01-08-2025,Low,None
1516,590,Email,Yes,No,No,01-02-2025,Low,None
1517,652,Email,No,No,No,01-05-2025,None,None
1518,568,SMS,No,No,No,01-04-2025,None,None
1519,745,SMS,Yes,No,No,01-11-2025,Low,None
1520,191,Email,Yes,No,No,01-01-2025,Low,None
1521,965,Email,No,No,No,01-07-2025,None,None
1522,129,Email,Yes,Yes,Yes,01-09-2025,High,Solar_Interest
1523,514,Email,No,No,No,01-10-2025,None,None
1524,493,SMS,No,No,No,01-06-2025,None,None
1525,743,Email,No,No,No,01-02-2025,None,None
1526,276,SMS,No,No,No,01-04-2025,None,None
1527,895,SMS,Yes,Yes,No,01-04-2025,Medium,None
1528,570,SMS,Yes,Yes,No,01-09-2025,Medium,None
1529,473,SMS,Yes,No,No,01-10-2025,Low,None
1530,884,Email,No,No,No,01-08-2025,None,None
1531,367,Email,Yes,Yes,No,01-05-2025,Medium,None
1532,437,Email,No,No,No,01-02-2025,None,None
1533,945,Email,Yes,Yes,No,01-12-2025,Medium,None
1534,698,Email,Yes,Yes,Yes,01-01-2025,High,Solar_Interest
1535,6,SMS,Yes,No,No,01-06-2025,Low,None
1536,241,SMS,No,No,No,01-09-2025,None,None
1537,523,SMS,Yes,No,No,01-02-2025,Low,None
1538,102,Email,No,No,No,01-12-2025,None,None
1539,78,SMS,No,No,No,01-02-2025,None,None
1540,701,Email,No,No,No,01-10-2025,None,None
1541,990,Email,Yes,No,No,01-12-2025,Low,None
1542,569,Email,Yes,Yes,No,01-01-2025,Medium,None
1543,739,Email,Yes,No,No,01-01-2025,Low,None
1544,229,SMS,Yes,No,No,01-06-2025,Low,None
1545,52,Email,Yes,Yes,No,01-07-2025,Medium,None
1546,5,Email,No,No,No,01-08-2025,None,None
1547,111,SMS,Yes,No,No,01-05-2025,Low,None
1548,941,Email,Yes,No,No,01-07-2025,Low,None
1549,212,SMS,Yes,No,No,01-03-2025,Low,None
1550,566,SMS,Yes,Yes,No,01-12-2025,Medium,None
1551,127,Email,No,No,No,01-12-2025,None,None
1552,819,Email,No,No,No,01-11-2025,None,None
1553,586,SMS,Yes,Yes,No,01-10-2025,Medium,None
1554,324,Email,No,No,No,01-12-2025,None,None
1555,891,SMS,Yes,Yes,Yes,01-02-2025,High,Smart_Meter
1556,546,SMS,Yes,Yes,Yes,01-02-2025,High,Smart_Meter
1557,479,SMS,Yes,No,No,01-03-2025,Low,None
1558,661,SMS,Yes,No,No,01-04-2025,Low,None
1559,180,Email,Yes,Yes,No,01-04-2025,Medium,None
1560,515,Email,Yes,No,No,01-04-2025,Low,None
1561,640,SMS,Yes,Yes,No,01-06-2025,Medium,None
1562,553,Email,Yes,No,No,01-02-2025,Low,None
1563,672,Email,Yes,No,No,01-08-2025,Low,None
1564,722,SMS,Yes,No,No,01-08-2025,Low,None
1565,770,Email,No,No,No,01-01-2025,None,None
1566,660,SMS,Yes,No,No,01-09-2025,Low,None
1567,196,Email,Yes,Yes,No,01-06-2025,Medium,None
1568,81,SMS,Yes,No,No,01-04-2025,Low,None
1569,603,Email,Yes,Yes,No,01-04-2025,Medium,None
1570,168,Email,Yes,No,No,01-07-2025,Low,None
1571,20,Email,No,No,No,01-07-2025,None,None
1572,356,Email,Yes,No,No,01-03-2025,Low,None
1573,958,Email,No,No,No,01-03-2025,None,None
1574,488,SMS,No,No,No,01-10-2025,None,None
1575,364,SMS,Yes,No,No,01-01-2025,Low,None
1576,684,SMS,Yes,No,No,01-08-2025,Low,None
1577,416,SMS,Yes,Yes,No,01-12-2025,Medium,None
1578,870,SMS,Yes,No,No,01-03-2025,Low,None
1579,13,Email,No,No,No,01-08-2025,None,None
1580,44,Email,Yes,No,No,01-12-2025,Low,None
1581,248,SMS,Yes,Yes,No,01-11-2025,Medium,None
1582,740,Email,No,No,No,01-02-2025,None,None
1583,283,SMS,Yes,Yes,No,01-12-2025,Medium,None
1584,791,SMS,Yes,No,No,01-11-2025,Low,None
1585,187,Email,No,No,No,01-02-2025,None,None
1586,547,SMS,Yes,Yes,Yes,01-09-2025,High,Smart_Meter
1587,116,Email,No,No,No,01-03-2025,None,None
1588,553,SMS,Yes,No,No,01-03-2025,Low,None
1589,231,SMS,No,No,No,01-11-2025,None,None
1590,403,SMS,Yes,No,No,01-03-2025,Low,None
1591,55,SMS,Yes,No,No,01-07-2025,Low,None
1592,431,Email,No,No,No,01-04-2025,None,None
1593,654,SMS,Yes,Yes,No,01-02-2025,Medium,None
1594,821,SMS,No,No,No,01-07-2025,None,None
1595,934,SMS,No,No,No,01-02-2025,None,None
1596,763,Email,Yes,No,No,01-07-2025,Low,None
1597,847,SMS,Yes,No,No,01-10-2025,Low,None
1598,955,Email,Yes,Yes,No,01-07-2025,Medium,None
1599,168,Email,Yes,No,No,01-05-2025,Low,None
1600,525,Email,No,No,No,01-08-2025,None,None
1601,396,Email,No,No,No,01-03-2025,None,None
1602,771,SMS,Yes,No,No,01-06-2025,Low,None
1603,380,Email,Yes,Yes,Yes,01-08-2025,High,Solar_Interest
1604,607,SMS,Yes,No,No,01-02-2025,Low,None
1605,479,SMS,No,No,No,01-02-2025,None,None
1606,554,SMS,Yes,No,No,01-10-2025,Low,None
1607,908,SMS,Yes,Yes,No,01-04-2025,Medium,None
1608,441,SMS,No,No,No,01-04-2025,None,None
1609,788,Email,Yes,No,No,01-06-2025,Low,None
1610,353,Email,No,No,No,01-12-2025,None,None
1611,199,SMS,Yes,No,No,01-06-2025,Low,None
1612,58,Email,Yes,Yes,No,01-08-2025,Medium,None
1613,356,Email,No,No,No,01-11-2025,None,None
1614,323,SMS,No,No,No,01-01-2025,None,None
1615,16,Email,Yes,Yes,No,01-06-2025,Medium,None
1616,762,SMS,Yes,No,No,01-02-2025,Low,None
1617,138,SMS,Yes,No,No,01-05-2025,Low,None
1618,778,SMS,Yes,No,No,01-06-2025,Low,None
1619,896,Email,No,No,No,01-05-2025,None,None
1620,323,Email,No,No,No,01-09-2025,None,None
1621,707,SMS,Yes,No,No,01-04-2025,Low,None
1622,672,Email,Yes,Yes,No,01-11-2025,Medium,None
1623,894,SMS,Yes,Yes,No,01-12-2025,Medium,None
1624,286,SMS,Yes,Yes,No,01-04-2025,Medium,None
1625,934,Email,No,No,No,01-01-2025,None,None
1626,50,Email,No,No,No,01-06-2025,None,None
1627,624,SMS,Yes,No,No,01-01-2025,Low,None
1628,72,SMS,No,No,No,01-03-2025,None,None
1629,772,Email,No,No,No,01-04-2025,None,None
1630,733,Email,Yes,No,No,01-07-2025,Low,None
1631,470,Email,Yes,Yes,Yes,01-10-2025,High,Solar_Interest
1632,996,Email,Yes,No,No,01-07-2025,Low,None
1633,595,Email,Yes,Yes,No,01-11-2025,Medium,None
1634,507,Email,Yes,No,No,01-07-2025,Low,None
1635,980,Email,No,No,No,01-03-2025,None,None
1636,529,Email,Yes,No,No,01-02-2025,Low,None
1637,377,Email,Yes,No,No,01-01-2025,Low,None
1638,405,SMS,Yes,Yes,Yes,01-03-2025,High,Smart_Meter
1639,215,SMS,No,No,No,01-11-2025,None,None
1640,521,Email,No,No,No,01-06-2025,None,None
1641,990,Email,Yes,No,No,01-04-2025,Low,None
1642,639,Email,Yes,No,No,01-09-2025,Low,None
1643,360,Email,No,No,No,01-10-2025,None,None
1644,622,Email,No,No,No,01-06-2025,None,None
1645,822,SMS,No,No,No,01-12-2025,None,None
1646,850,Email,Yes,No,No,01-08-2025,Low,None
1647,518,SMS,Yes,Yes,No,01-12-2025,Medium,None
1648,713,SMS,Yes,No,No,01-05-2025,Low,None
1649,448,Email,No,No,No,01-12-2025,None,None
1650,357,Email,Yes,No,No,01-02-2025,Low,None
1651,912,Email,Yes,Yes,No,01-11-2025,Medium,None
1652,693,Email,Yes,Yes,Yes,01-08-2025,High,Solar_Interest
1653,740,SMS,Yes,No,No,01-05-2025,Low,None
1654,42,Email,Yes,No,No,01-07-2025,Low,None
1655,525,SMS,Yes,No,No,01-05-2025,Low,None
1656,348,SMS,Yes,No,No,01-09-2025,Low,None
1657,599,Email,Yes,No,No,01-12-2025,Low,None
1658,968,Email,No,No,No,01-06-2025,None,None
1659,47,SMS,Yes,No,No,01-11-2025,Low,None
1660,916,Email,No,No,No,01-12-2025,None,None
1661,248,SMS,Yes,No,No,01-11-2025,Low,None
1662,227,SMS,No,No,No,01-07-2025,None,None
1663,800,SMS,No,No,No,01-03-2025,None,None
1664,646,SMS,No,No,No,01-09-2025,None,None
1665,271,SMS,Yes,No,No,01-07-2025,Low,None
1666,557,Email,Yes,Yes,Yes,01-11-2025,High,Solar_Interest
1667,885,SMS,No,No,No,01-11-2025,None,None
1668,283,SMS,No,No,No,01-06-2025,None,None
1669,435,Email,Yes,No,No,01-11-2025,Low,None
1670,183,Email,Yes,Yes,Yes,01-05-2025,High,Solar_Interest
1671,477,SMS,No,No,No,01-08-2025,None,None
1672,545,Email,No,No,No,01-03-2025,None,None
1673,726,Email,Yes,No,No,01-06-2025,Low,None
1674,327,SMS,No,No,No,01-12-2025,None,None
1675,811,SMS,No,No,No,01-01-2025,None,None
1676,350,Email,No,No,No,01-11-2025,None,None
1677,833,SMS,Yes,Yes,No,01-01-2025,Medium,None
1678,709,Email,No,No,No,01-05-2025,None,None
1679,673,Email,Yes,No,No,01-12-2025,Low,None
1680,920,Email,Yes,Yes,Yes,01-08-2025,High,Solar_Interest
1681,13,Email,No,No,No,01-10-2025,None,None
1682,419,Email,No,No,No,01-12-2025,None,None
1683,955,Email,Yes,Yes,Yes,01-03-2025,High,Solar_Interest
1684,257,Email,Yes,Yes,No,01-09-2025,Medium,None
1685,7,SMS,No,No,No,01-05-2025,None,None
1686,520,SMS,Yes,Yes,No,01-03-2025,Medium,None
1687,410,Email,No,No,No,01-03-2025,None,None
1688,512,Email,Yes,No,No,01-04-2025,Low,None
1689,782,Email,Yes,No,No,01-06-2025,Low,None
1690,173,Email,Yes,No,No,01-10-2025,Low,None
1691,794,SMS,Yes,No,No,01-03-2025,Low,None
1692,904,SMS,Yes,No,No,01-12-2025,Low,None
1693,647,Email,No,No,No,01-09-2025,None,None
1694,846,SMS,No,No,No,01-03-2025,None,None
1695,902,Email,No,No,No,01-05-2025,None,None
1696,415,Email,No,No,No,01-09-2025,None,None
1697,162,SMS,Yes,No,No,01-04-2025,Low,None
1698,418,Email,No,No,No,01-02-2025,None,None
1699,583,Email,No,No,No,01-12-2025,None,None
1700,794,SMS,Yes,No,No,01-07-2025,Low,None
1701,834,Email,No,No,No,01-07-2025,None,None
1702,760,Email,Yes,No,No,01-01-2025,Low,None
1703,315,Email,Yes,Yes,No,01-02-2025,Medium,None
1704,277,SMS,Yes,No,No,01-08-2025,Low,None
1705,518,SMS,Yes,No,No,01-03-2025,Low,None
1706,636,SMS,Yes,No,No,01-08-2025,Low,None
1707,686,SMS,Yes,No,No,01-02-2025,Low,None
1708,101,SMS,Yes,Yes,Yes,01-10-2025,High,Smart_Meter
1709,722,Email,Yes,Yes,Yes,01-06-2025,High,Solar_Interest
1710,952,SMS,Yes,No,No,01-01-2025,Low,None
1711,773,SMS,Yes,Yes,Yes,01-11-2025,High,Smart_Meter
1712,104,Email,Yes,No,No,01-08-2025,Low,None
1713,215,SMS,No,No,No,01-02-2025,None,None
1714,206,SMS,No,No,No,01-10-2025,None,None
1715,199,Email,Yes,No,No,01-04-2025,Low,None
1716,97,SMS,No,No,No,01-09-2025,None,None
1717,525,SMS,Yes,No,No,01-09-2025,Low,None
1718,253,Email,No,No,No,01-02-2025,None,None
1719,810,Email,Yes,Yes,No,01-03-2025,Medium,None
1720,123,Email,No,No,No,01-10-2025,None,None
1721,38,Email,No,No,No,01-09-2025,None,None
1722,133,Email,No,No,No,01-09-2025,None,None
1723,872,Email,Yes,No,No,01-12-2025,Low,None
1724,456,SMS,No,No,No,01-07-2025,None,None
1725,428,Email,No,No,No,01-05-2025,None,None
1726,571,Email,Yes,Yes,No,01-10-2025,Medium,None
1727,435,Email,Yes,No,No,01-12-2025,Low,None
1728,705,SMS,No,No,No,01-03-2025,None,None
1729,667,SMS,No,No,No,01-10-2025,None,None
1730,844,SMS,No,No,No,01-09-2025,None,None
1731,531,Email,Yes,Yes,Yes,01-09-2025,High,Solar_Interest
1732,572,SMS,No,No,No,01-02-2025,None,None
1733,837,Email,Yes,No,No,01-07-2025,Low,None
1734,82,Email,Yes,Yes,Yes,01-12-2025,High,Solar_Interest
1735,996,SMS,Yes,No,No,01-05-2025,Low,None
1736,105,SMS,Yes,No,No,01-04-2025,Low,None
1737,762,Email,Yes,No,No,01-11-2025,Low,None
1738,969,SMS,No,No,No,01-09-2025,None,None
1739,245,Email,Yes,No,No,01-03-2025,Low,None
1740,13,SMS,Yes,No,No,01-04-2025,Low,None
1741,559,SMS,No,No,No,01-03-2025,None,None
1742,61,Email,No,No,No,01-11-2025,None,None
1743,330,Email,Yes,No,No,01-06-2025,Low,None
1744,177,SMS,Yes,Yes,Yes,01-08-2025,High,Smart_Meter
1745,446,Email,Yes,Yes,No,01-08-2025,Medium,None
1746,824,SMS,Yes,Yes,No,01-02-2025,Medium,None
1747,399,SMS,Yes,Yes,No,01-02-2025,Medium,None
1748,587,SMS,Yes,No,No,01-08-2025,Low,None
1749,972,SMS,Yes,No,No,01-02-2025,Low,None
1750,219,SMS,No,No,No,01-11-2025,None,None
1751,724,Email,Yes,No,No,01-08-2025,Low,None
1752,104,SMS,Yes,Yes,No,01-04-2025,Medium,None
1753,524,SMS,Yes,No,No,01-11-2025,Low,None
1754,898,SMS,No,No,No,01-04-2025,None,None
1755,382,Email,No,No,No,01-07-2025,None,None
1756,74,Email,Yes,No,No,01-09-2025,Low,None
1757,980,SMS,No,No,No,01-10-2025,None,None
1758,861,SMS,No,No,No,01-11-2025,None,None
1759,247,SMS,No,No,No,01-08-2025,None,None
1760,53,Email,Yes,Yes,No,01-05-2025,Medium,None
1761,596,Email,No,No,No,01-07-2025,None,None
1762,959,SMS,Yes,No,No,01-03-2025,Low,None
1763,532,Email,No,No,No,01-09-2025,None,None
1764,277,Email,Yes,Yes,No,01-11-2025,Medium,None
1765,577,Email,Yes,Yes,No,01-02-2025,Medium,None
1766,831,SMS,No,No,No,01-09-2025,None,None
1767,209,Email,No,No,No,01-03-2025,None,None
1768,430,Email,No,No,No,01-06-2025,None,None
1769,751,SMS,Yes,No,No,01-03-2025,Low,None
1770,857,SMS,Yes,No,No,01-02-2025,Low,None
1771,661,SMS,Yes,Yes,No,01-03-2025,Medium,None
1772,131,Email,No,No,No,01-05-2025,None,None
1773,655,Email,No,No,No,01-03-2025,None,None
1774,249,SMS,Yes,Yes,Yes,01-06-2025,High,Smart_Meter
1775,350,Email,Yes,No,No,01-09-2025,Low,None
1776,135,Email,No,No,No,01-06-2025,None,None
1777,41,Email,No,No,No,01-04-2025,None,None
1778,286,SMS,No,No,No,01-01-2025,None,None
1779,682,SMS,Yes,No,No,01-06-2025,Low,None
1780,348,Email,Yes,Yes,No,01-09-2025,Medium,None
1781,105,Email,Yes,Yes,No,01-09-2025,Medium,None
1782,64,Email,Yes,Yes,Yes,01-04-2025,High,Solar_Interest
1783,623,SMS,Yes,Yes,No,01-01-2025,Medium,None
1784,901,Email,Yes,No,No,01-11-2025,Low,None
1785,554,Email,Yes,No,No,01-06-2025,Low,None
1786,863,Email,Yes,No,No,01-04-2025,Low,None
1787,360,SMS,Yes,No,No,01-01-2025,Low,None
1788,206,SMS,Yes,No,No,01-01-2025,Low,None
1789,73,Email,Yes,No,No,01-10-2025,Low,None
1790,686,Email,No,No,No,01-03-2025,None,None
1791,985,Email,Yes,Yes,No,01-05-2025,Medium,None
1792,725,SMS,Yes,Yes,Yes,01-08-2025,High,Smart_Meter
1793,770,SMS,No,No,No,01-03-2025,None,None
1794,430,SMS,No,No,No,01-12-2025,None,None
1795,940,Email,Yes,Yes,No,01-01-2025,Medium,None
1796,644,SMS,No,No,No,01-03-2025,None,None
1797,197,Email,Yes,Yes,No,01-04-2025,Medium,None
1798,329,Email,No,No,No,01-08-2025,None,None
1799,536,Email,No,No,No,01-02-2025,None,None
1800,19,Email,No,No,No,01-12-2025,None,None
1801,257,Email,No,No,No,01-02-2025,None,None
1802,385,Email,Yes,Yes,No,01-03-2025,Medium,None
1803,325,SMS,Yes,No,No,01-09-2025,Low,None
1804,926,Email,Yes,No,No,01-05-2025,Low,None
1805,89,Email,No,No,No,01-12-2025,None,None
1806,169,SMS,Yes,No,No,01-06-2025,Low,None
1807,795,Email,Yes,No,No,01-09-2025,Low,None
1808,349,SMS,No,No,No,01-12-2025,None,None
1809,786,Email,Yes,Yes,No,01-02-2025,Medium,None
1810,328,Email,No,No,No,01-12-2025,None,None
1811,144,Email,Yes,No,No,01-12-2025,Low,None
1812,295,SMS,Yes,No,No,01-10-2025,Low,None
1813,908,Email,No,No,No,01-04-2025,None,None
1814,401,SMS,Yes,No,No,01-07-2025,Low,None
1815,17,Email,No,No,No,01-09-2025,None,None
1816,285,Email,No,No,No,01-12-2025,None,None
1817,202,Email,Yes,Yes,No,01-06-2025,Medium,None
1818,504,SMS,No,No,No,01-01-2025,None,None
1819,450,SMS,Yes,No,No,01-11-2025,Low,None
1820,17,Email,Yes,Yes,No,01-03-2025,Medium,None
1821,957,SMS,Yes,Yes,No,01-09-2025,Medium,None
1822,966,SMS,Yes,Yes,Yes,01-02-2025,High,Smart_Meter
1823,489,SMS,Yes,Yes,No,01-01-2025,Medium,None
1824,563,Email,Yes,Yes,Yes,01-03-2025,High,Solar_Interest
1825,504,SMS,No,No,No,01-12-2025,None,None
1826,225,Email,Yes,Yes,Yes,01-01-2025,High,Solar_Interest
1827,993,SMS,Yes,No,No,01-12-2025,Low,None
1828,179,SMS,Yes,No,No,01-06-2025,Low,None
1829,990,Email,Yes,No,No,01-02-2025,Low,None
1830,748,SMS,No,No,No,01-06-2025,None,None
1831,308,SMS,Yes,Yes,No,01-09-2025,Medium,None
1832,445,SMS,Yes,Yes,No,01-06-2025,Medium,None
1833,481,Email,Yes,No,No,01-08-2025,Low,None
1834,340,Email,Yes,Yes,Yes,01-06-2025,High,Solar_Interest
1835,151,SMS,No,No,No,01-11-2025,None,None
1836,382,SMS,No,No,No,01-05-2025,None,None
1837,523,SMS,Yes,Yes,No,01-07-2025,Medium,None
1838,377,SMS,Yes,Yes,No,01-12-2025,Medium,None
1839,749,Email,Yes,No,No,01-04-2025,Low,None
1840,451,Email,Yes,No,No,01-11-2025,Low,None
1841,273,SMS,No,No,No,01-08-2025,None,None
1842,881,SMS,Yes,No,No,01-09-2025,Low,None
1843,172,SMS,Yes,No,No,01-01-2025,Low,None
1844,983,SMS,Yes,No,No,01-11-2025,Low,None
1845,66,SMS,Yes,Yes,No,01-07-2025,Medium,None
1846,172,SMS,Yes,Yes,Yes,01-07-2025,High,Smart_Meter
1847,327,Email,Yes,No,No,01-03-2025,Low,None
1848,895,SMS,Yes,Yes,Yes,01-09-2025,High,Smart_Meter
1849,423,Email,No,No,No,01-06-2025,None,None
1850,150,Email,No,No,No,01-06-2025,None,None
1851,134,Email,No,No,No,01-11-2025,None,None
1852,801,Email,Yes,Yes,Yes,01-04-2025,High,Solar_Interest
1853,31,SMS,No,No,No,01-07-2025,None,None
1854,5,SMS,No,No,No,01-01-2025,None,None
1855,275,Email,No,No,No,01-01-2025,None,None
1856,302,SMS,Yes,No,No,01-10-2025,Low,None
1857,144,SMS,Yes,Yes,No,01-07-2025,Medium,None
1858,619,SMS,Yes,No,No,01-07-2025,Low,None
1859,125,Email,No,No,No,01-03-2025,None,None
1860,492,SMS,No,No,No,01-03-2025,None,None
1861,248,Email,No,No,No,01-10-2025,None,None
1862,810,SMS,No,No,No,01-11-2025,None,None
1863,903,Email,No,No,No,01-11-2025,None,None
1864,856,Email,Yes,No,No,01-04-2025,Low,None
1865,756,SMS,No,No,No,01-11-2025,None,None
1866,479,SMS,No,No,No,01-08-2025,None,None
1867,724,SMS,No,No,No,01-12-2025,None,None
1868,25,SMS,Yes,Yes,Yes,01-08-2025,High,Smart_Meter
1869,223,SMS,No,No,No,01-05-2025,None,None
1870,677,Email,Yes,No,No,01-01-2025,Low,None
1871,858,SMS,No,No,No,01-08-2025,None,None
1872,115,Email,No,No,No,01-08-2025,None,None
1873,952,Email,No,No,No,01-10-2025,None,None
1874,846,Email,Yes,No,No,01-12-2025,Low,None
1875,907,SMS,No,No,No,01-06-2025,None,None
1876,827,SMS,No,No,No,01-02-2025,None,None
1877,737,Email,No,No,No,01-02-2025,None,None
1878,471,Email,No,No,No,01-09-2025,None,None
1879,916,SMS,No,No,No,01-03-2025,None,None
1880,707,Email,No,No,No,01-05-2025,None,None
1881,857,SMS,No,No,No,01-06-2025,None,None
1882,774,Email,Yes,No,No,01-03-2025,Low,None
1883,185,SMS,No,No,No,01-06-2025,None,None
1884,622,SMS,Yes,No,No,01-11-2025,Low,None
1885,945,SMS,Yes,No,No,01-10-2025,Low,None
1886,378,Email,No,No,No,01-04-2025,None,None
1887,302,SMS,Yes,Yes,No,01-01-2025,Medium,None
1888,710,SMS,No,No,No,01-02-2025,None,None
1889,312,SMS,No,No,No,01-09-2025,None,None
1890,680,SMS,No,No,No,01-12-2025,None,None
1891,595,SMS,Yes,No,No,01-12-2025,Low,None
1892,698,Email,No,No,No,01-07-2025,None,None
1893,434,Email,No,No,No,01-01-2025,None,None
1894,255,SMS,Yes,No,No,01-02-2025,Low,None
1895,801,Email,Yes,Yes,No,01-01-2025,Medium,None
1896,180,Email,Yes,No,No,01-12-2025,Low,None
1897,701,SMS,Yes,Yes,No,01-03-2025,Medium,None
1898,335,SMS,Yes,No,No,01-02-2025,Low,None
1899,719,Email,Yes,No,No,01-07-2025,Low,None
1900,787,Email,No,No,No,01-07-2025,None,None
1901,271,SMS,No,No,No,01-12-2025,None,None
1902,625,SMS,Yes,Yes,No,01-01-2025,Medium,None
1903,340,SMS,Yes,No,No,01-05-2025,Low,None
1904,245,SMS,Yes,No,No,01-08-2025,Low,None
1905,169,SMS,No,No,No,01-03-2025,None,None
1906,135,Email,Yes,Yes,Yes,01-06-2025,High,Solar_Interest
1907,683,Email,No,No,No,01-05-2025,None,None
1908,769,Email,No,No,No,01-09-2025,None,None
1909,414,SMS,No,No,No,01-05-2025,None,None
1910,939,Email,No,No,No,01-12-2025,None,None
1911,735,Email,No,No,No,01-12-2025,None,None
1912,391,Email,Yes,No,No,01-08-2025,Low,None
1913,513,Email,No,No,No,01-04-2025,None,None
1914,743,SMS,No,No,No,01-06-2025,None,None
1915,436,SMS,Yes,Yes,No,01-10-2025,Medium,None
1916,424,SMS,Yes,No,No,01-12-2025,Low,None
1917,650,SMS,Yes,No,No,01-08-2025,Low,None
1918,825,SMS,Yes,No,No,01-04-2025,Low,None
1919,476,Email,No,No,No,01-12-2025,None,None
1920,622,SMS,No,No,No,01-05-2025,None,None
1921,120,SMS,No,No,No,01-04-2025,None,None
1922,659,Email,No,No,No,01-04-2025,None,None
1923,367,SMS,No,No,No,01-11-2025,None,None
1924,690,SMS,No,No,No,01-07-2025,None,None
1925,884,Email,Yes,No,No,01-10-2025,Low,None
1926,375,SMS,No,No,No,01-04-2025,None,None
1927,690,Email,No,No,No,01-08-2025,None,None
1928,840,Email,No,No,No,01-03-2025,None,None
1929,44,SMS,Yes,No,No,01-07-2025,Low,None
1930,882,SMS,Yes,Yes,No,01-02-2025,Medium,None
1931,598,SMS,Yes,Yes,No,01-01-2025,Medium,None
1932,767,SMS,Yes,Yes,Yes,01-05-2025,High,Smart_Meter
1933,96,SMS,Yes,No,No,01-02-2025,Low,None
1934,182,SMS,Yes,No,No,01-11-2025,Low,None
1935,559,Email,Yes,No,No,01-04-2025,Low,None
1936,808,Email,Yes,No,No,01-10-2025,Low,None
1937,766,Email,Yes,Yes,Yes,01-10-2025,High,Solar_Interest
1938,852,SMS,Yes,Yes,No,01-11-2025,Medium,None
1939,995,SMS,Yes,No,No,01-04-2025,Low,None
1940,438,SMS,No,No,No,01-10-2025,None,None
1941,236,Email,No,No,No,01-01-2025,None,None
1942,346,Email,No,No,No,01-10-2025,None,None
1943,771,SMS,Yes,Yes,No,01-05-2025,Medium,None
1944,594,Email,Yes,No,No,01-09-2025,Low,None
1945,774,Email,Yes,Yes,No,01-06-2025,Medium,None
1946,355,SMS,No,No,No,01-10-2025,None,None
1947,682,SMS,No,No,No,01-10-2025,None,None
1948,295,SMS,Yes,No,No,01-10-2025,Low,None
1949,888,Email,No,No,No,01-08-2025,None,None
1950,93,Email,Yes,Yes,No,01-03-2025,Medium,None
1951,504,Email,Yes,No,No,01-12-2025,Low,None
1952,924,SMS,No,No,No,01-01-2025,None,None
1953,331,Email,No,No,No,01-11-2025,None,None
1954,541,SMS,Yes,Yes,No,01-06-2025,Medium,None
1955,444,SMS,No,No,No,01-07-2025,None,None
1956,119,Email,Yes,No,No,01-05-2025,Low,None
1957,628,Email,Yes,No,No,01-06-2025,Low,None
1958,501,SMS,Yes,No,No,01-06-2025,Low,None
1959,7,Email,Yes,No,No,01-05-2025,Low,None
1960,878,Email,Yes,Yes,Yes,01-02-2025,High,Solar_Interest
1961,162,Email,Yes,No,No,01-11-2025,Low,None
1962,61,Email,No,No,No,01-06-2025,None,None
1963,878,SMS,Yes,No,No,01-11-2025,Low,None
1964,475,SMS,Yes,Yes,No,01-04-2025,Medium,None
1965,281,SMS,Yes,No,No,01-05-2025,Low,None
1966,602,Email,Yes,Yes,No,01-03-2025,Medium,None
1967,243,Email,No,No,No,01-03-2025,None,None
1968,399,SMS,Yes,Yes,No,01-09-2025,Medium,None
1969,733,Email,No,No,No,01-06-2025,None,None
1970,672,SMS,Yes,No,No,01-12-2025,Low,None
1971,869,SMS,No,No,No,01-03-2025,None,None
1972,760,Email,No,No,No,01-06-2025,None,None
1973,936,Email,No,No,No,01-02-2025,None,None
1974,284,SMS,No,No,No,01-09-2025,None,None
1975,346,SMS,No,No,No,01-07-2025,None,None
1976,677,Email,Yes,No,No,01-03-2025,Low,None
1977,375,Email,Yes,Yes,No,01-10-2025,Medium,None
1978,852,SMS,Yes,Yes,Yes,01-11-2025,High,Smart_Meter
1979,9,SMS,Yes,No,No,01-01-2025,Low,None
1980,650,Email,Yes,No,No,01-05-2025,Low,None
1981,46,Email,No,No,No,01-05-2025,None,None
1982,102,SMS,Yes,No,No,01-03-2025,Low,None
1983,934,Email,No,No,No,01-03-2025,None,None
1984,176,Email,Yes,No,No,01-03-2025,Low,None
1985,809,SMS,No,No,No,01-04-2025,None,None
1986,342,Email,Yes,Yes,No,01-10-2025,Medium,None
1987,162,Email,No,No,No,01-03-2025,None,None
1988,306,SMS,Yes,Yes,No,01-04-2025,Medium,None
1989,819,Email,Yes,Yes,Yes,01-06-2025,High,Solar_Interest
1990,471,Email,Yes,Yes,No,01-01-2025,Medium,None
1991,596,SMS,Yes,No,No,01-02-2025,Low,None
