Ticket_ID,Customer_ID,Issue_Type,Priority,Status,Created_Date,Closed_Date,Resolution_Time_Days,Escalated_Flag,Ticket_Channel
1115,350,Billing Issue,Medium,Closed,09-11-2024,13-11-2024,4,Yes,Phone
1116,246,Meter Problem,Low,Closed,04-06-2023,06-06-2023,2,No,Email
1117,697,Payment Issue,Low,Open,13-01-2023,,,Yes,Email
1118,756,General Query,High,Open,11-01-2026,,,Yes,Email
1119,56,Billing Issue,High,Closed,23-11-2026,24-11-2026,1,Yes,Phone
1120,16,Meter Problem,Low,Closed,27-11-2024,29-11-2024,2,No,Email
1121,150,Service Outage,Medium,Closed,26-06-2026,28-06-2026,2,No,Web Form
1122,21,Payment Issue,Medium,Closed,27-12-2025,29-12-2025,2,No,Phone
1123,281,General Query,Low,Closed,14-02-2026,17-02-2026,3,No,Web Form
1124,299,Billing Issue,Medium,Closed,21-03-2023,24-03-2023,3,No,Email
1125,649,Meter Problem,Medium,Open,02-02-2023,,,Yes,Web Form
1126,156,Billing Issue,Medium,Open,01-12-2026,,,No,Phone
1127,639,Service Outage,High,Open,19-10-2026,,,Yes,Web Form
1128,295,Service Outage,High,Closed,11-02-2024,14-02-2024,3,Yes,Email
1129,406,Billing Issue,High,Closed,23-12-2026,26-12-2026,3,Yes,Phone
1130,794,Billing Issue,Low,Open,17-06-2024,,,Yes,Web Form
1131,758,Billing Issue,High,Closed,14-09-2023,18-09-2023,4,Yes,Email
1132,81,Service Outage,High,Closed,03-06-2024,05-06-2024,2,Yes,Web Form
1133,759,Billing Issue,Medium,Closed,23-03-2023,27-03-2023,4,Yes,Web Form
1134,29,Payment Issue,Low,Closed,11-03-2026,16-03-2026,5,Yes,Email
1135,712,Billing Issue,High,Closed,16-11-2024,20-11-2024,4,Yes,Web Form
1136,179,Meter Problem,High,Closed,01-07-2025,06-07-2025,5,Yes,Phone
1137,744,Meter Problem,High,Closed,20-12-2023,22-12-2023,2,Yes,Email
1138,649,Payment Issue,Medium,Closed,22-02-2025,27-02-2025,5,Yes,Web Form
1139,800,General Query,Low,Closed,15-04-2023,16-04-2023,1,No,Phone
1140,305,Meter Problem,Low,Closed,19-07-2025,23-07-2025,4,Yes,Web Form
1141,892,General Query,Low,Open,08-06-2025,,,Yes,Phone
1142,470,Meter Problem,High,Closed,13-09-2025,15-09-2025,2,Yes,Web Form
1143,46,Billing Issue,Low,Open,04-04-2026,,,Yes,Web Form
1144,692,Payment Issue,Low,Closed,16-06-2025,21-06-2025,5,Yes,Email
1145,864,Service Outage,Low,Closed,28-04-2026,30-04-2026,2,No,Web Form
1146,185,Service Outage,High,Open,01-05-2025,,,Yes,Email
1147,16,General Query,Low,Closed,12-12-2026,16-12-2026,4,Yes,Phone
1148,137,Payment Issue,Medium,Closed,18-06-2025,19-06-2025,1,No,Phone
1149,395,Billing Issue,Low,Open,06-12-2025,,,Yes,Email
1150,558,Billing Issue,High,Closed,20-04-2024,23-04-2024,3,Yes,Phone
1151,382,Service Outage,High,Closed,18-11-2024,20-11-2024,2,Yes,Web Form
1152,435,Meter Problem,High,Closed,17-11-2024,20-11-2024,3,Yes,Web Form
1153,91,Billing Issue,Medium,Closed,22-02-2026,24-02-2026,2,No,Web Form
1154,358,Meter Problem,Low,Closed,15-03-2025,17-03-2025,2,No,Phone
1155,637,General Query,Medium,Closed,27-01-2023,31-01-2023,4,Yes,Phone
1156,460,Billing Issue,Low,Open,13-08-2024,,,Yes,Web Form
1157,804,Payment Issue,Low,Open,27-11-2025,,,Yes,Phone
1158,779,Meter Problem,High,Closed,20-10-2025,24-10-2025,4,Yes,Web Form
1159,561,Service Outage,High,Closed,18-02-2024,20-02-2024,2,Yes,Web Form
1160,319,Meter Problem,Low,Open,15-07-2024,,,Yes,Phone
1161,819,General Query,Low,Closed,21-01-2026,24-01-2026,3,No,Phone
1162,481,Billing Issue,Low,Closed,17-01-2024,19-01-2024,2,No,Web Form
1163,617,Service Outage,Medium,Closed,20-06-2026,23-06-2026,3,No,Email
1164,243,Billing Issue,Medium,Closed,04-03-2025,05-03-2025,1,No,Phone
1165,51,Service Outage,Low,Closed,04-12-2025,05-12-2025,1,No,Email
1166,795,Meter Problem,Medium,Closed,28-03-2026,31-03-2026,3,No,Email
1167,608,Payment Issue,Low,Open,07-08-2024,,,Yes,Phone
1168,383,Meter Problem,High,Open,23-07-2024,,,Yes,Email
1169,342,General Query,Low,Closed,12-01-2024,14-01-2024,2,No,Phone
1170,823,General Query,High,Closed,02-07-2023,04-07-2023,2,Yes,Phone
1171,739,Billing Issue,High,Open,17-09-2025,,,Yes,Web Form
1172,425,Meter Problem,Medium,Closed,10-12-2025,15-12-2025,5,Yes,Phone
1173,94,Billing Issue,Low,Open,14-08-2024,,,Yes,Email
1174,824,Payment Issue,High,Closed,19-03-2024,24-03-2024,5,Yes,Web Form
1175,105,Payment Issue,High,Closed,24-03-2023,26-03-2023,2,Yes,Email
1176,400,Service Outage,Medium,Closed,17-12-2026,22-12-2026,5,Yes,Email
1177,297,Payment Issue,Medium,Closed,13-08-2023,17-08-2023,4,Yes,Phone
1178,823,General Query,Medium,Open,02-01-2024,,,Yes,Web Form
1179,364,Payment Issue,Medium,Open,26-07-2025,,,Yes,Web Form
1180,764,General Query,Low,Closed,08-03-2025,09-03-2025,1,No,Phone
1181,881,General Query,Medium,Closed,05-12-2023,10-12-2023,5,Yes,Phone
1182,187,Payment Issue,Low,Closed,17-01-2026,20-01-2026,3,No,Phone
1183,870,Service Outage,Medium,Open,20-01-2024,,,Yes,Email
1184,541,Billing Issue,Low,Open,15-12-2025,,,Yes,Web Form
1185,474,Service Outage,Medium,Closed,06-10-2024,11-10-2024,5,Yes,Email
1186,865,Billing Issue,Low,Open,23-11-2026,,,No,Email
1187,507,Payment Issue,Medium,Closed,08-03-2024,12-03-2024,4,Yes,Web Form
1188,109,Billing Issue,High,Closed,14-12-2024,15-12-2024,1,Yes,Email
1189,668,Meter Problem,Low,Closed,07-02-2024,10-02-2024,3,No,Phone
1190,395,Service Outage,Medium,Closed,19-11-2023,20-11-2023,1,No,Email
1191,924,General Query,High,Open,18-06-2026,,,Yes,Phone
1192,523,Payment Issue,Low,Open,02-01-2025,,,Yes,Web Form
1193,867,General Query,Medium,Open,09-09-2024,,,Yes,Web Form
1194,611,Service Outage,Low,Open,03-07-2025,,,Yes,Web Form
1195,972,Service Outage,High,Open,24-09-2026,,,Yes,Phone
1196,842,Meter Problem,Low,Open,11-01-2025,,,Yes,Phone
1197,3,Payment Issue,High,Closed,08-03-2025,12-03-2025,4,Yes,Web Form
1198,540,Payment Issue,High,Closed,05-05-2025,06-05-2025,1,Yes,Web Form
1199,459,General Query,Low,Closed,08-02-2026,10-02-2026,2,No,Phone
1200,423,Service Outage,High,Closed,28-07-2026,29-07-2026,1,Yes,Email
1201,522,Billing Issue,High,Closed,24-04-2025,25-04-2025,1,Yes,Web Form
1202,927,Billing Issue,Low,Closed,06-01-2023,11-01-2023,5,Yes,Phone
1203,7,Service Outage,Low,Closed,19-03-2023,21-03-2023,2,No,Email
1204,678,Meter Problem,Low,Closed,10-11-2023,15-11-2023,5,Yes,Email
1205,757,Payment Issue,Medium,Open,06-12-2025,,,Yes,Email
1206,532,Service Outage,Medium,Open,18-04-2025,,,Yes,Email
1207,103,Payment Issue,Low,Open,14-04-2026,,,Yes,Phone
1208,524,Billing Issue,Medium,Closed,09-04-2023,10-04-2023,1,No,Email
1209,284,Meter Problem,Low,Closed,19-08-2026,23-08-2026,4,Yes,Email
1210,460,General Query,High,Open,23-10-2026,,,Yes,Web Form
1211,699,Billing Issue,High,Closed,05-10-2024,08-10-2024,3,Yes,Web Form
1212,666,General Query,High,Open,06-01-2025,,,Yes,Phone
1213,461,Payment Issue,High,Open,25-12-2025,,,Yes,Phone
1214,603,Service Outage,Low,Closed,20-11-2023,25-11-2023,5,Yes,Phone
1215,608,Meter Problem,High,Closed,13-12-2025,17-12-2025,4,Yes,Phone
1216,736,General Query,Medium,Closed,17-01-2026,22-01-2026,5,Yes,Web Form
1217,871,Billing Issue,Low,Open,13-07-2023,,,Yes,Web Form
1218,991,Meter Problem,Low,Closed,16-05-2023,21-05-2023,5,Yes,Email
1219,754,Meter Problem,High,Closed,15-11-2025,18-11-2025,3,Yes,Phone
1220,305,Service Outage,Medium,Closed,15-05-2025,17-05-2025,2,No,Email
1221,73,Service Outage,Medium,Closed,07-09-2024,11-09-2024,4,Yes,Phone
1222,981,Meter Problem,Medium,Open,23-04-2023,,,Yes,Phone
1223,866,Billing Issue,Low,Closed,18-02-2023,20-02-2023,2,No,Email
1224,317,General Query,High,Closed,27-05-2025,29-05-2025,2,Yes,Web Form
1225,148,Service Outage,High,Open,07-03-2023,,,Yes,Phone
1226,974,General Query,Medium,Closed,01-10-2023,02-10-2023,1,No,Web Form
1227,864,Meter Problem,Low,Closed,06-02-2026,11-02-2026,5,Yes,Email
1228,794,Billing Issue,High,Open,04-04-2023,,,Yes,Web Form
1229,20,Meter Problem,Low,Open,12-11-2025,,,Yes,Email
1230,356,Payment Issue,Medium,Open,05-05-2023,,,Yes,Email
1231,555,General Query,Medium,Closed,24-09-2026,28-09-2026,4,Yes,Phone
1232,353,General Query,Low,Closed,18-11-2025,19-11-2025,1,No,Phone
1233,378,Meter Problem,High,Closed,03-04-2025,06-04-2025,3,Yes,Web Form
1234,506,Billing Issue,High,Open,17-04-2024,,,Yes,Email
1235,160,General Query,Medium,Closed,19-04-2024,23-04-2024,4,Yes,Phone
1236,219,Billing Issue,Low,Closed,01-10-2026,03-10-2026,2,No,Email
1237,832,Meter Problem,High,Closed,23-01-2023,25-01-2023,2,Yes,Phone
1238,764,Service Outage,High,Closed,27-07-2023,28-07-2023,1,Yes,Email
1239,702,Service Outage,High,Open,07-08-2026,,,Yes,Phone
1240,286,Billing Issue,High,Open,19-04-2024,,,Yes,Email
1241,16,Billing Issue,High,Closed,24-08-2023,25-08-2023,1,Yes,Email
1242,102,Service Outage,Medium,Open,01-02-2023,,,Yes,Email
1243,521,Payment Issue,Low,Closed,27-01-2024,28-01-2024,1,No,Email
1244,182,Billing Issue,Low,Closed,12-04-2026,17-04-2026,5,Yes,Email
1245,421,Billing Issue,Medium,Closed,23-09-2025,24-09-2025,1,No,Web Form
1246,87,General Query,Medium,Closed,28-08-2026,02-09-2026,5,Yes,Web Form
1247,768,Meter Problem,Low,Closed,10-09-2023,12-09-2023,2,No,Web Form
1248,640,Billing Issue,Medium,Closed,18-10-2025,23-10-2025,5,Yes,Web Form
1249,855,Payment Issue,High,Open,14-04-2023,,,Yes,Email
1250,833,Service Outage,Medium,Open,06-07-2024,,,Yes,Phone
1251,852,Payment Issue,Low,Closed,02-06-2026,03-06-2026,1,No,Web Form
1252,680,Billing Issue,Medium,Closed,13-11-2025,14-11-2025,1,No,Web Form
1253,644,General Query,Low,Closed,28-01-2024,01-02-2024,4,Yes,Web Form
1254,281,Payment Issue,Low,Closed,18-11-2026,21-11-2026,3,No,Phone
1255,750,General Query,High,Closed,03-09-2023,05-09-2023,2,Yes,Email
1256,461,Meter Problem,Low,Closed,24-06-2026,28-06-2026,4,Yes,Phone
1257,741,Payment Issue,Medium,Open,21-04-2026,,,No,Phone
1258,672,General Query,Low,Closed,19-05-2024,24-05-2024,5,Yes,Email
1259,47,Meter Problem,Medium,Open,20-09-2024,,,Yes,Email
1260,738,Service Outage,High,Closed,10-05-2023,13-05-2023,3,Yes,Email
1261,804,Billing Issue,Medium,Open,19-08-2024,,,Yes,Email
1262,48,Meter Problem,Low,Open,09-05-2025,,,Yes,Phone
1263,429,General Query,High,Open,14-10-2025,,,Yes,Phone
1264,601,Service Outage,Medium,Open,05-02-2024,,,Yes,Web Form
1265,492,Billing Issue,High,Closed,18-11-2023,23-11-2023,5,Yes,Email
1266,790,Payment Issue,High,Closed,01-06-2026,06-06-2026,5,Yes,Email
1267,235,General Query,Medium,Closed,25-10-2025,27-10-2025,2,No,Phone
1268,919,Service Outage,High,Closed,22-11-2024,24-11-2024,2,Yes,Email
1269,849,General Query,Low,Open,10-06-2023,,,Yes,Email
1270,764,Billing Issue,High,Closed,02-01-2025,06-01-2025,4,Yes,Phone
1271,6,General Query,Medium,Closed,12-07-2024,13-07-2024,1,No,Web Form
1272,376,Service Outage,Low,Closed,09-10-2024,11-10-2024,2,No,Web Form
1273,768,General Query,Low,Closed,17-02-2025,21-02-2025,4,Yes,Web Form
1274,683,Meter Problem,Medium,Open,07-02-2024,,,Yes,Web Form
1275,720,Service Outage,Medium,Open,01-06-2024,,,Yes,Phone
1276,527,Billing Issue,Medium,Open,17-04-2026,,,No,Phone
1277,567,Payment Issue,High,Open,08-08-2024,,,Yes,Web Form
1278,164,Billing Issue,Medium,Closed,05-07-2024,08-07-2024,3,No,Email
1279,4,Payment Issue,High,Open,26-05-2026,,,Yes,Email
1280,542,Payment Issue,Medium,Open,14-06-2025,,,Yes,Email
1281,766,General Query,Medium,Closed,11-08-2026,14-08-2026,3,No,Email
1282,278,Meter Problem,Low,Closed,27-08-2026,31-08-2026,4,Yes,Email
1283,391,Payment Issue,High,Closed,17-01-2024,19-01-2024,2,Yes,Web Form
1284,909,Meter Problem,Low,Open,08-12-2023,,,Yes,Phone
1285,154,Meter Problem,High,Closed,27-05-2024,30-05-2024,3,Yes,Email
1286,317,Billing Issue,Medium,Closed,24-07-2024,29-07-2024,5,Yes,Email
1287,126,General Query,Low,Open,01-01-2024,,,Yes,Email
1288,998,Meter Problem,High,Closed,19-01-2026,24-01-2026,5,Yes,Web Form
1289,794,Meter Problem,Medium,Closed,07-03-2023,12-03-2023,5,Yes,Phone
1290,681,Meter Problem,Low,Closed,03-06-2026,07-06-2026,4,Yes,Email
1291,883,Service Outage,Low,Closed,13-10-2026,14-10-2026,1,No,Web Form
1292,250,Meter Problem,High,Open,08-06-2026,,,Yes,Web Form
1293,849,Payment Issue,High,Closed,27-09-2026,28-09-2026,1,Yes,Web Form
1294,788,Service Outage,Low,Closed,15-06-2025,19-06-2025,4,Yes,Web Form
1295,673,Billing Issue,Medium,Closed,17-01-2024,19-01-2024,2,No,Web Form
1296,734,General Query,High,Closed,15-09-2025,17-09-2025,2,Yes,Phone
1297,147,Service Outage,High,Closed,18-09-2023,19-09-2023,1,Yes,Phone
1298,333,Meter Problem,Medium,Closed,23-12-2023,25-12-2023,2,No,Email
1299,491,Service Outage,Low,Closed,11-08-2024,16-08-2024,5,Yes,Phone
1300,33,Service Outage,Low,Closed,18-10-2023,19-10-2023,1,No,Web Form
1301,510,General Query,Low,Open,12-03-2026,,,Yes,Web Form
1302,781,Service Outage,Low,Closed,28-12-2026,31-12-2026,3,No,Web Form
1303,467,Meter Problem,High,Closed,09-05-2023,13-05-2023,4,Yes,Web Form
1304,998,Meter Problem,High,Closed,22-11-2026,24-11-2026,2,Yes,Web Form
1305,250,Service Outage,Low,Closed,15-12-2023,17-12-2023,2,No,Phone
1306,649,Service Outage,Medium,Closed,17-03-2024,20-03-2024,3,No,Web Form
1307,762,Meter Problem,Low,Open,03-04-2026,,,Yes,Email
1308,807,Payment Issue,Medium,Open,20-04-2025,,,Yes,Phone
1309,533,Payment Issue,Low,Open,08-09-2023,,,Yes,Email
1310,190,Meter Problem,Low,Closed,15-07-2024,20-07-2024,5,Yes,Phone
1311,660,Billing Issue,High,Closed,27-02-2026,04-03-2026,5,Yes,Email
1312,20,General Query,High,Closed,11-09-2025,12-09-2025,1,Yes,Email
1313,929,Billing Issue,High,Closed,11-08-2023,13-08-2023,2,Yes,Email
1314,193,Service Outage,Low,Open,28-03-2026,,,Yes,Web Form
1315,430,Billing Issue,Low,Open,18-12-2024,,,Yes,Web Form
1316,391,General Query,High,Open,23-07-2025,,,Yes,Email
1317,65,Payment Issue,Medium,Open,05-06-2026,,,No,Phone
1318,747,Billing Issue,High,Open,12-05-2026,,,Yes,Web Form
1319,110,Billing Issue,Low,Open,17-01-2025,,,Yes,Web Form
1320,741,Service Outage,Low,Closed,22-01-2024,25-01-2024,3,No,Phone
1321,46,Payment Issue,Medium,Closed,27-05-2026,28-05-2026,1,No,Phone
1322,286,Service Outage,High,Closed,03-08-2024,07-08-2024,4,Yes,Phone
1323,256,Service Outage,Medium,Closed,18-06-2024,22-06-2024,4,Yes,Email
1324,797,General Query,Low,Closed,26-09-2026,28-09-2026,2,No,Email
1325,994,Billing Issue,Low,Closed,07-09-2026,10-09-2026,3,No,Web Form
1326,75,General Query,High,Closed,20-10-2023,24-10-2023,4,Yes,Email
1327,230,Meter Problem,High,Open,05-01-2023,,,Yes,Phone
1328,225,General Query,Low,Closed,16-07-2024,20-07-2024,4,Yes,Web Form
1329,713,General Query,Medium,Closed,12-03-2024,17-03-2024,5,Yes,Phone
1330,747,General Query,High,Open,07-08-2026,,,Yes,Phone
1331,10,General Query,Medium,Open,09-01-2026,,,Yes,Phone
1332,158,Billing Issue,High,Closed,11-11-2023,16-11-2023,5,Yes,Web Form
1333,62,Billing Issue,Low,Open,27-02-2024,,,Yes,Web Form
1334,533,Payment Issue,Low,Open,23-12-2026,,,No,Phone
1335,758,General Query,Medium,Open,07-12-2025,,,Yes,Email
1336,376,Payment Issue,Low,Closed,18-04-2026,19-04-2026,1,No,Phone
1337,914,General Query,Low,Closed,24-06-2023,26-06-2023,2,No,Phone
1338,979,Billing Issue,Low,Closed,14-06-2026,15-06-2026,1,No,Phone
1339,847,Meter Problem,High,Closed,22-12-2023,25-12-2023,3,Yes,Email
1340,601,Meter Problem,High,Closed,18-06-2026,23-06-2026,5,Yes,Phone
1341,445,Service Outage,High,Closed,10-07-2024,15-07-2024,5,Yes,Web Form
1342,150,Meter Problem,Medium,Closed,07-11-2025,09-11-2025,2,No,Phone
1343,545,Payment Issue,Low,Open,09-07-2024,,,Yes,Email
1344,17,Meter Problem,Medium,Open,03-02-2025,,,Yes,Web Form
1345,741,Meter Problem,Low,Closed,08-05-2025,10-05-2025,2,No,Email
1346,709,Billing Issue,Low,Closed,03-04-2026,07-04-2026,4,Yes,Email
1347,641,Payment Issue,Medium,Open,05-06-2023,,,Yes,Email
1348,482,Billing Issue,Medium,Closed,15-04-2025,18-04-2025,3,No,Email
1349,74,Billing Issue,Medium,Open,16-09-2024,,,Yes,Phone
1350,654,Service Outage,Low,Open,17-09-2026,,,No,Web Form
1351,31,General Query,Low,Open,11-10-2025,,,Yes,Email
1352,597,Service Outage,High,Closed,26-04-2025,27-04-2025,1,Yes,Web Form
1353,454,Payment Issue,Medium,Closed,15-08-2024,17-08-2024,2,No,Web Form
1354,875,Service Outage,Medium,Open,02-07-2025,,,Yes,Web Form
1355,468,Payment Issue,High,Closed,13-11-2024,14-11-2024,1,Yes,Email
1356,339,Payment Issue,Medium,Closed,12-12-2025,15-12-2025,3,No,Email
1357,999,Billing Issue,Medium,Open,18-01-2024,,,Yes,Email
1358,187,Billing Issue,High,Closed,07-06-2024,11-06-2024,4,Yes,Phone
1359,70,Billing Issue,Low,Closed,11-09-2023,14-09-2023,3,No,Web Form
1360,902,Service Outage,Medium,Closed,11-05-2026,14-05-2026,3,No,Email
1361,173,Billing Issue,High,Closed,18-03-2025,21-03-2025,3,Yes,Web Form
1362,505,Payment Issue,Low,Closed,13-11-2023,18-11-2023,5,Yes,Web Form
1363,336,General Query,High,Open,10-12-2023,,,Yes,Email
1364,449,Payment Issue,Low,Closed,22-07-2025,27-07-2025,5,Yes,Email
1365,240,General Query,Medium,Open,02-07-2024,,,Yes,Email
1366,33,Meter Problem,High,Closed,28-12-2026,30-12-2026,2,Yes,Email
1367,327,Billing Issue,High,Closed,22-10-2023,26-10-2023,4,Yes,Phone
1368,459,Billing Issue,Medium,Open,23-12-2024,,,Yes,Email
1369,22,Meter Problem,Low,Closed,18-07-2026,22-07-2026,4,Yes,Phone
1370,501,General Query,High,Open,28-10-2024,,,Yes,Phone
1371,813,Meter Problem,High,Closed,02-08-2024,06-08-2024,4,Yes,Email
1372,681,Meter Problem,Low,Closed,07-05-2025,09-05-2025,2,No,Web Form
1373,405,Service Outage,Medium,Closed,23-06-2024,28-06-2024,5,Yes,Email
1374,644,Meter Problem,High,Closed,08-10-2023,09-10-2023,1,Yes,Web Form
1375,760,Meter Problem,High,Open,21-12-2023,,,Yes,Email
1376,583,Meter Problem,Medium,Closed,25-06-2025,27-06-2025,2,No,Email
1377,688,Meter Problem,High,Closed,09-03-2025,14-03-2025,5,Yes,Email
1378,158,Payment Issue,High,Closed,23-11-2023,24-11-2023,1,Yes,Web Form
1379,664,Meter Problem,Low,Open,06-01-2023,,,Yes,Phone
1380,658,Payment Issue,Medium,Closed,19-02-2025,21-02-2025,2,No,Email
1381,396,Meter Problem,Medium,Open,11-07-2025,,,Yes,Phone
1382,875,Meter Problem,High,Open,02-10-2026,,,Yes,Email
1383,626,Payment Issue,High,Closed,20-06-2023,23-06-2023,3,Yes,Phone
1384,61,Payment Issue,High,Open,21-12-2023,,,Yes,Web Form
1385,547,Billing Issue,Low,Open,23-02-2023,,,Yes,Phone
1386,368,Service Outage,Low,Closed,03-06-2026,08-06-2026,5,Yes,Web Form
1387,855,Service Outage,Low,Closed,05-07-2023,08-07-2023,3,No,Web Form
1388,821,Service Outage,High,Closed,10-01-2026,12-01-2026,2,Yes,Email
1389,852,General Query,High,Open,22-05-2024,,,Yes,Email
1390,809,Service Outage,Medium,Open,28-12-2025,,,Yes,Phone
1391,354,Billing Issue,Medium,Closed,18-11-2023,23-11-2023,5,Yes,Email
1392,341,Billing Issue,Low,Open,21-01-2025,,,Yes,Web Form
1393,361,Billing Issue,Low,Closed,05-03-2025,06-03-2025,1,No,Web Form
1394,339,Service Outage,Medium,Open,05-11-2024,,,Yes,Phone
1395,953,Meter Problem,Medium,Open,23-01-2025,,,Yes,Phone
1396,935,General Query,High,Closed,17-09-2025,22-09-2025,5,Yes,Phone
1397,968,Billing Issue,High,Closed,14-03-2025,16-03-2025,2,Yes,Web Form
1398,396,Payment Issue,Low,Closed,26-04-2025,30-04-2025,4,Yes,Web Form
1399,240,General Query,Medium,Closed,10-05-2025,14-05-2025,4,Yes,Web Form
1400,471,General Query,Medium,Open,26-09-2023,,,Yes,Web Form
1401,820,Payment Issue,Low,Closed,28-08-2026,02-09-2026,5,Yes,Email
1402,258,Service Outage,Medium,Closed,25-02-2024,29-02-2024,4,Yes,Email
1403,596,Meter Problem,Low,Closed,05-08-2026,06-08-2026,1,No,Web Form
1404,144,Billing Issue,Medium,Open,07-08-2023,,,Yes,Web Form
1405,236,Meter Problem,High,Closed,12-10-2026,15-10-2026,3,Yes,Phone
1406,586,General Query,Low,Closed,15-02-2026,17-02-2026,2,No,Web Form
1407,891,Service Outage,Low,Open,25-10-2023,,,Yes,Web Form
1408,558,Payment Issue,Medium,Closed,27-08-2023,28-08-2023,1,No,Email
1409,176,Meter Problem,Medium,Open,26-04-2024,,,Yes,Web Form
1410,878,General Query,Medium,Open,27-07-2024,,,Yes,Email
1411,629,Payment Issue,Medium,Closed,02-06-2024,07-06-2024,5,Yes,Web Form
1412,364,Payment Issue,Low,Closed,19-08-2025,22-08-2025,3,No,Phone
1413,237,Service Outage,High,Open,06-05-2024,,,Yes,Phone
1414,405,Payment Issue,High,Open,28-08-2023,,,Yes,Phone
1415,872,Payment Issue,High,Closed,19-03-2023,24-03-2023,5,Yes,Phone
1416,68,General Query,Medium,Open,27-07-2026,,,No,Web Form
1417,718,Billing Issue,High,Open,25-02-2026,,,Yes,Web Form
1418,965,Service Outage,Low,Closed,26-05-2026,31-05-2026,5,Yes,Web Form
1419,396,Meter Problem,Medium,Open,28-09-2026,,,No,Email
1420,761,Billing Issue,Medium,Open,16-11-2023,,,Yes,Email
1421,458,Service Outage,Low,Closed,16-01-2026,20-01-2026,4,Yes,Phone
1422,746,General Query,Low,Closed,10-04-2023,11-04-2023,1,No,Phone
1423,418,Meter Problem,Low,Open,17-07-2023,,,Yes,Phone
1424,144,Billing Issue,Medium,Closed,27-02-2025,02-03-2025,3,No,Web Form
1425,706,Service Outage,High,Closed,08-01-2024,11-01-2024,3,Yes,Phone
1426,828,Payment Issue,Medium,Open,13-02-2026,,,Yes,Email
1427,922,General Query,Low,Closed,21-11-2026,22-11-2026,1,No,Phone
1428,338,Meter Problem,High,Open,04-04-2025,,,Yes,Email
1429,513,Billing Issue,Medium,Closed,18-04-2023,19-04-2023,1,No,Web Form
1430,425,Payment Issue,Medium,Open,10-12-2024,,,Yes,Email
1431,269,Service Outage,High,Closed,09-09-2023,11-09-2023,2,Yes,Phone
1432,707,Billing Issue,High,Closed,12-02-2024,13-02-2024,1,Yes,Email
1433,626,Billing Issue,Medium,Closed,13-01-2023,18-01-2023,5,Yes,Web Form
1434,853,Service Outage,Low,Closed,18-06-2026,22-06-2026,4,Yes,Phone
1435,700,Service Outage,High,Open,08-10-2023,,,Yes,Phone
1436,304,Meter Problem,Medium,Closed,13-04-2024,17-04-2024,4,Yes,Web Form
1437,753,General Query,Medium,Closed,22-03-2026,26-03-2026,4,Yes,Web Form
1438,302,Meter Problem,Low,Closed,03-05-2026,06-05-2026,3,No,Web Form
1439,68,Meter Problem,Medium,Closed,22-12-2023,26-12-2023,4,Yes,Web Form
1440,671,Service Outage,High,Open,14-02-2024,,,Yes,Web Form
1441,396,Billing Issue,Medium,Closed,06-10-2024,07-10-2024,1,No,Phone
1442,337,Service Outage,Low,Closed,06-05-2025,09-05-2025,3,No,Web Form
1443,406,Billing Issue,Low,Closed,23-03-2025,25-03-2025,2,No,Phone
1444,248,Payment Issue,Medium,Closed,19-03-2025,22-03-2025,3,No,Phone
1445,118,Meter Problem,Low,Open,16-03-2026,,,Yes,Web Form
1446,750,Service Outage,Low,Closed,25-11-2023,27-11-2023,2,No,Web Form
1447,804,Service Outage,Low,Closed,17-05-2026,21-05-2026,4,Yes,Phone
1448,598,Billing Issue,Low,Open,16-09-2025,,,Yes,Phone
1449,460,General Query,Medium,Open,01-01-2025,,,Yes,Phone
1450,30,Payment Issue,Medium,Closed,21-03-2025,26-03-2025,5,Yes,Email
1451,755,Meter Problem,Low,Open,20-02-2025,,,Yes,Email
1452,353,Billing Issue,High,Closed,04-07-2024,07-07-2024,3,Yes,Phone
1453,43,Payment Issue,Low,Open,18-06-2025,,,Yes,Phone
1454,753,Billing Issue,Medium,Closed,07-02-2023,11-02-2023,4,Yes,Phone
1455,432,Billing Issue,Medium,Open,06-04-2026,,,Yes,Web Form
1456,321,Payment Issue,High,Open,10-04-2024,,,Yes,Phone
1457,846,Billing Issue,High,Open,17-04-2025,,,Yes,Phone
1458,39,Meter Problem,High,Open,20-09-2025,,,Yes,Web Form
1459,650,Meter Problem,Low,Closed,24-03-2024,26-03-2024,2,No,Phone
1460,811,General Query,Medium,Closed,14-01-2024,17-01-2024,3,No,Email
1461,491,Billing Issue,High,Closed,26-12-2026,28-12-2026,2,Yes,Web Form
1462,932,Service Outage,Low,Closed,01-11-2025,05-11-2025,4,Yes,Web Form
1463,926,Service Outage,High,Open,10-07-2025,,,Yes,Email
1464,867,Billing Issue,Low,Open,19-11-2025,,,Yes,Email
1465,984,Service Outage,High,Closed,17-05-2024,19-05-2024,2,Yes,Web Form
1466,894,Service Outage,Low,Closed,01-05-2026,06-05-2026,5,Yes,Email
1467,743,Payment Issue,Low,Closed,23-11-2024,25-11-2024,2,No,Web Form
1468,278,Meter Problem,High,Closed,05-04-2025,09-04-2025,4,Yes,Email
1469,139,Billing Issue,Medium,Closed,02-08-2024,06-08-2024,4,Yes,Phone
1470,869,General Query,Medium,Closed,25-03-2023,27-03-2023,2,No,Phone
1471,349,Billing Issue,High,Open,27-07-2025,,,Yes,Phone
1472,863,General Query,High,Closed,20-03-2025,22-03-2025,2,Yes,Web Form
